activitePrincipaleEtablissement,typeVoieEtablissement,libelleVoieEtablissement,libelleCommuneEtablissement,codePostalEtablissement,departement,geometry,long,lat
47.73Z,rue,D ESTIENNE D ORVES,FONTENAY-SOUS-BOIS,94120,94,POINT (2.4542254 48.8528705),2.4542254,48.8528705
47.73Z,rue,PETIT DE BEAUVERGER,BRIE-COMTE-ROBERT,77170,77,POINT (2.6036159 48.6954736),2.6036159,48.6954736
47.73Z,rue,CHALIGNY,PARIS 12,75012,75,POINT (2.3837905 48.8460949),2.3837905,48.8460949
47.73Z,rue,AUGUSTE RENOIR,MARGENCY,95580,95,POINT (2.2898731 49.0036806),2.2898731,49.0036806
47.73Z,avenue,DE VILLIERS,PARIS 17,75017,75,POINT (2.3135399 48.8818129),2.3135399,48.8818129
47.73Z,rue,DU GENERAL LECLERC,MONTFERMEIL,93370,93,POINT (2.5773605 48.8946242),2.5773605,48.8946242
47.73Z,boulevard,VINCENT AURIOL,PARIS 13,75013,75,POINT (2.3729764 48.8367911),2.3729764,48.8367911
47.73Z,rue,DE VAUGIRARD,PARIS 15,75015,75,POINT (2.336455 48.8492162),2.336455,48.8492162
47.73Z,rue,DAUPHINE,PARIS 6,75006,75,POINT (2.3395563 48.8549853),2.3395563,48.8549853
47.73Z,place,DE FRANCE,SARCELLES,95200,95,POINT (2.3778549 48.9777578),2.3778549,48.9777578
47.73Z,rue,DAUPHINE,PARIS 6,75006,75,POINT (2.3395563 48.8549853),2.3395563,48.8549853
47.73Z,avenue,JEAN LURCAT,FONTENAY-LE-FLEURY,78330,78,POINT (2.0462634 48.8111745),2.0462634,48.8111745
47.73Z,rue,DE L AMBASSADEUR,ERAGNY,95610,95,POINT (2.0930977 49.0124652),2.0930977,49.0124652
47.73Z,rue,DE CHARENTON,PARIS 12,75012,75,POINT (2.3709431 48.8523901),2.3709431,48.8523901
47.73Z,rue,GREFFULHE,LEVALLOIS-PERRET,92300,92,POINT (2.2761275 48.8950068),2.2761275,48.8950068
47.73Z,rue,DE MUSSELBURGH,CHAMPIGNY-SUR-MARNE,94500,94,POINT (2.5127532 48.8119132),2.5127532,48.8119132
47.73Z,avenue,DE WAGRAM,PARIS 17,75017,75,POINT (2.2962363 48.8758019),2.2962363,48.8758019
47.73Z,rue,DU CHEVALIER DE ST GEORGE,PARIS 1,75001,75,POINT (2.1830989 48.9797596),2.1830989,48.9797596
47.73Z,boulevard,DE PONTOISE,LA FRETTE-SUR-SEINE,95530,95,POINT (2.3550265 48.8703034),2.3550265,48.8703034
47.73Z,boulevard,DE STRASBOURG,PARIS 10,75010,75,POINT (2.2611484 48.7365156),2.2611484,48.7365156
47.73Z,allée,ALBERT THOMAS,MASSY,91300,91,POINT (2.4781544 48.6009523),2.4781544,48.6009523
47.73Z,rue,DE L ABBE GREGOIRE,PARIS 6,75006,75,POINT (2.3299655 48.8729594),2.3299655,48.8729594
47.73Z,rue,DE TURBIGO,PARIS 2,75002,75,POINT (2.4024185 48.7820119),2.4024185,48.7820119
47.73Z,rue,DES MATHURINS,PARIS 8,75008,75,POINT (1.7157525 48.9686423),1.7157525,48.9686423
47.73Z,rue,DE CHOISY,VITRY-SUR-SEINE,94400,94,POINT (2.2400674 48.7075941),2.2400674,48.7075941
47.73Z,rue,DE PARIS,PALAISEAU,91120,91,POINT (2.3265353 48.8850945),2.3265353,48.8850945
47.73Z,rue,A BERTHIER,HERICY,77850,77,POINT (2.4098219 48.7646607),2.4098219,48.7646607
47.73Z,avenue,DE CLICHY,PARIS 17,75017,75,POINT (2.9127923 48.9524789),2.9127923,48.9524789
47.73Z,avenue,ANATOLE FRANCE,CHOISY-LE-ROI,94600,94,POINT (2.2002136 48.8259307),2.2002136,48.8259307
47.73Z,rue,DE LA PEPINIERE,PARIS 8,75008,75,POINT (2.2917139 48.8724953),2.2917139,48.8724953
47.73Z,quai,D AUSTERLITZ,PARIS 13,75013,75,POINT (2.3684143 48.7636055),2.3684143,48.7636055
47.73Z,allée,JEAN LOUIS BARRAULT,MEAUX,77100,77,POINT (2.9350292 48.9371006),2.9350292,48.9371006
47.73Z,rue,DE SEVRES,BOULOGNE-BILLANCOURT,92100,92,POINT (2.3686136 48.8465757),2.3686136,48.8465757
47.73Z,avenue,VICTOR HUGO,PARIS 16,75116,75,POINT (2.3628364 48.7131129),2.3628364,48.7131129
47.73Z,avenue,DE FONTAINEBLEAU,THIAIS,94320,94,POINT (2.2722818 48.846196),2.2722818,48.846196
47.73Z,rue,DE LA FONTAINE DU TOIT,FUBLAINES,77470,77,POINT (2.4003457 48.8515884),2.4003457,48.8515884
47.73Z,avenue,LEDRU ROLLIN,PARIS 11,75011,75,POINT (2.1001634 49.0507348),2.1001634,49.0507348
47.73Z,place,HENRI BARBUSSE,PARAY-VIEILLE-POSTE,91550,91,POINT (2.247207780128209 48.88982505),2.247207780128209,48.88982505
47.73Z,rue,NARCISSE DIAZ,PARIS 16,75016,75,POINT (2.1975327 48.8898431),2.1975327,48.8898431
47.73Z,rue,D AVRON,PARIS 20,75020,75,POINT (2.3693385 48.6557228),2.3693385,48.6557228
47.73Z,place,DE L HOTEL DE VILLE,PONTOISE,95300,95,POINT (2.3565119 48.8601341),2.3565119,48.8601341
47.73Z,place,DES REFLETS,COURBEVOIE,92400,92,POINT (2.3174233 48.966935),2.3174233,48.966935
47.73Z,place,GABRIEL PERI,NANTERRE,92000,92,POINT (2.2737998 48.8662513),2.2737998,48.8662513
47.73Z,avenue,DE LA FORET,VIRY-CHATILLON,91170,91,POINT (2.2558028 48.9474468),2.2558028,48.9474468
47.73Z,rue,RAMBUTEAU,PARIS 3,75003,75,POINT (2.3565119 48.8601341),2.3565119,48.8601341
47.73Z,rue,D ORMESSON,DEUIL-LA-BARRE,95170,95,POINT (2.2910578 48.8791004),2.2910578,48.8791004
47.73Z,rue,DUFRENOY,PARIS 16,75116,75,POINT (3.2986968 48.5596178),3.2986968,48.5596178
47.73Z,rue,PAUL VAILLANT COUTURIER,ARGENTEUIL,95100,95,POINT (2.6963014 48.2673085),2.6963014,48.2673085
47.73Z,rue,RAMBUTEAU,PARIS 3,75003,75,POINT (2.7634348 48.7400659),2.7634348,48.7400659
47.73Z,place,TRISTAN BERNARD,PARIS 17,75017,75,POINT (2.4026835 48.828602),2.4026835,48.828602
47.73Z,rue,VICTOR GARNIER,PROVINS,77160,77,POINT (2.3623965 48.8694767),2.3623965,48.8694767
47.73Z,rue,DE PARIS,NEMOURS,77140,77,POINT (2.2553506 48.8347415),2.2553506,48.8347415
47.73Z,rue,DE PARIS,CHARENTON-LE-PONT,94220,94,POINT (2.283964 48.8773312),2.283964,48.8773312
47.73Z,boulevard,DE MAGENTA,PARIS 10,75010,75,POINT (2.3308864 48.8327946),2.3308864,48.8327946
47.73Z,avenue,STADE DE COUBERTIN,BOULOGNE-BILLANCOURT,92100,92,POINT (2.288835 48.790591),2.288835,48.790591
47.73Z,rue,DE SEVRES,PARIS 6,75006,75,POINT (2.3328729 48.8278561),2.3328729,48.8278561
47.73Z,avenue,DE DOMONT,MONTMORENCY,95160,95,POINT (2.3401564 48.7727899),2.3401564,48.7727899
47.73Z,place,DE LA PORTE MAILLOT,PARIS 17,75017,75,POINT (2.3547228 48.8439193),2.3547228,48.8439193
47.73Z,avenue,DU GENERAL LECLERC,PARIS 14,75014,75,POINT (2.3964188 48.8566591),2.3964188,48.8566591
47.73Z,rue,BOUCICAUT,FONTENAY-AUX-ROSES,92260,92,POINT (2.30141 48.8608452),2.30141,48.8608452
47.73Z,rue,D ALESIA,PARIS 14,75014,75,POINT (2.3260153 48.9614521),2.3260153,48.9614521
47.73Z,avenue,DU GENERAL DE GAULLE,CHEVILLY-LARUE,94550,94,POINT (2.432803 48.8485432),2.432803,48.8485432
47.73Z,rue,LINNE,PARIS 5,75005,75,POINT (1.9953655 48.9755678),1.9953655,48.9755678
47.73Z,rue,DE BAGNOLET,PARIS 20,75020,75,POINT (2.4004498 48.8671649),2.4004498,48.8671649
47.73Z,avenue,RAPP,PARIS 7,75007,75,POINT (1.9103186 48.9950801),1.9103186,48.9950801
47.73Z,rue,DE FONTENAY,VINCENNES,94300,94,POINT (2.3229484 48.7992083),2.3229484,48.7992083
47.73Z,rue,DE LA GROSSE PIERRE,VERNOUILLET,78540,78,POINT (2.3130385 48.8829469),2.3130385,48.8829469
47.73Z,avenue,GAMBETTA,PARIS 20,75020,75,POINT (2.6004877 48.9494889),2.6004877,48.9494889
47.73Z,rue,PAUL DOUMER,LES MUREAUX,78130,78,POINT (2.3750256 48.8295117),2.3750256,48.8295117
47.73Z,rue,DU GAL LECLERC,VERT-LE-PETIT,91710,91,POINT (2.2675037 48.847567),2.2675037,48.847567
47.73Z,place,DE LA POSTE,BURES-SUR-YVETTE,91440,91,POINT (2.3499612 48.8385825),2.3499612,48.8385825
47.73Z,rue,DE TOCQUEVILLE,PARIS 17,75017,75,POINT (2.4154122 48.854373),2.4154122,48.854373
47.73Z,avenue,EUGENE VARLIN,VILLEPARISIS,77270,77,POINT (2.4781629 48.8110881),2.4781629,48.8110881
47.73Z,rue,DE TOLBIAC,PARIS 13,75013,75,POINT (2.3833506 48.7963735),2.3833506,48.7963735
47.73Z,rue,D AUTEUIL,PARIS 16,75016,75,POINT (2.4838443 48.6073576),2.4838443,48.6073576
47.73Z,rue,CLAUDE BERNARD,PARIS 5,75005,75,POINT (2.3695869 48.8852901),2.3695869,48.8852901
47.73Z,avenue,CARNOT,HOUILLES,78800,78,POINT (2.6995533 48.2643146),2.6995533,48.2643146
47.73Z,rue,DE PARIS,MONTREUIL,93100,93,POINT (2.3262677 48.8463308),2.3262677,48.8463308
47.73Z,avenue,DE CONDE,SAINT-MAUR-DES-FOSSES,94100,94,POINT (2.2526379 48.9231818),2.2526379,48.9231818
47.73Z,rue,ST SPIRE,CORBEIL-ESSONNES,91100,91,POINT (2.2575484 48.8859434),2.2575484,48.8859434
47.73Z,avenue,DE FLANDRE,PARIS 19,75019,75,POINT (2.2575752 48.9141966),2.2575752,48.9141966
47.73Z,rue,DAGUERRE,PARIS 14,75014,75,POINT (2.440603 48.7418751),2.440603,48.7418751
47.73Z,avenue,DE LYON,NEMOURS,77140,77,POINT (2.2593337 48.9342585),2.2593337,48.9342585
47.73Z,rue,DE RENNES,PARIS 6,75006,75,POINT (2.3339452 48.6453262),2.3339452,48.6453262
47.73Z,rue,DU BOURNARD,COLOMBES,92700,92,POINT (2.6207335 48.8051678),2.6207335,48.8051678
47.73Z,rue,DU FBG ST ANTOINE,PARIS 11,75011,75,POINT (2.3635106 48.8913077),2.3635106,48.8913077
47.73Z,place,DES TROIS GARES,CERGY,95800,95,POINT (2.3268783 48.8837994),2.3268783,48.8837994
47.73Z,avenue,CHARLES DE GAULLE,NEUILLY-SUR-SEINE,92200,92,POINT (2.3604532 48.7620656),2.3604532,48.7620656
47.73Z,rue,DES VALLEES,COLOMBES,92700,92,POINT (2.5132244 48.7939031),2.5132244,48.7939031
47.73Z,place,DENECOURT,FONTAINEBLEAU,77300,77,POINT (2.4090223 48.9194522),2.4090223,48.9194522
47.73Z,rue,DES CANADIENS,MASSY,91300,91,POINT (2.3353292 48.8323103),2.3353292,48.8323103
47.73Z,avenue,DE CHOISY,VILLENEUVE-SAINT-GEORGES,94190,94,POINT (2.3231684 48.875816),2.3231684,48.875816
47.73Z,avenue,JEAN JAURES,COLOMBES,92700,92,POINT (2.3262677 48.8463308),2.3262677,48.8463308
47.73Z,avenue,GABRIEL PERI,SAINTE-GENEVIEVE-DES-BOIS,91700,91,POINT (2.4977758 48.8677659),2.4977758,48.8677659
47.73Z,rue,DE L EST,PONTAULT-COMBAULT,77340,77,POINT (2.3667308 48.8659584),2.3667308,48.8659584
47.73Z,rue,DE TORCY,PARIS 18,75018,75,POINT (2.5864129 48.9521631),2.5864129,48.9521631
47.73Z,place,DE CLICHY,PARIS 9,75009,75,POINT (2.2523173 48.7682381),2.2523173,48.7682381
47.73Z,rue,DE LA TOUR,CHEVILLY-LARUE,94550,94,POINT (1.9424907 48.7668593),1.9424907,48.7668593
47.73Z,avenue,DU BAC,SAINT-MAUR-DES-FOSSES,94210,94,POINT (2.2621737 48.5856053),2.2621737,48.5856053
47.73Z,avenue,PAUL VAILLANT COUTURIER,LA COURNEUVE,93120,93,POINT (2.336455 48.8492162),2.336455,48.8492162
47.73Z,rue,DE LA TOMBE ISSOIRE,PARIS 14,75014,75,POINT (2.2923262 48.9101835),2.2923262,48.9101835
47.73Z,rue,DU ROCHER,PARIS 8,75008,75,POINT (2.336455 48.8492162),2.336455,48.8492162
47.73Z,rue,DE RENNES,PARIS 6,75006,75,POINT (2.3227378 48.8711584),2.3227378,48.8711584
47.73Z,rue,DU RHIN,ROSNY-SOUS-BOIS,93110,93,POINT (2.238081 48.8432647),2.238081,48.8432647
47.73Z,boulevard,VOLTAIRE,PARIS 11,75011,75,POINT (2.3146999 48.8105526),2.3146999,48.8105526
47.73Z,avenue,GILBERT BERGER,TREMBLAY-EN-FRANCE,93290,93,POINT (2.6609127 48.5395099),2.6609127,48.5395099
47.73Z,avenue,DIVISION LECLERC,ANTONY,92160,92,POINT (2.5462813 48.8988933),2.5462813,48.8988933
47.73Z,rue,DE LA SAONE,MAUREPAS,78310,78,POINT (2.0930977 49.0124652),2.0930977,49.0124652
47.73Z,chemin,DE LA GARENNE,LA NORVILLE,91290,91,POINT (2.2954808 48.869414),2.2954808,48.869414
47.73Z,rue,DE VAUGIRARD,PARIS 15,75015,75,POINT (2.3987899 48.8360525),2.3987899,48.8360525
47.73Z,place,DES VICTOIRES,ASNIERES-SUR-SEINE,92600,92,POINT (1.7178152 48.9879233),1.7178152,48.9879233
47.73Z,rue,DE VAUGIRARD,PARIS 15,75015,75,POINT (2.3345274 48.873319),2.3345274,48.873319
47.73Z,boulevard,MALESHERBES,PARIS 8,75008,75,POINT (2.2991933 48.8594887),2.2991933,48.8594887
47.73Z,boulevard,JEAN JAURES,BOULOGNE-BILLANCOURT,92100,92,POINT (2.3473906 48.885154),2.3473906,48.885154
47.73Z,avenue,DE LA REPUBLIQUE,MONTROUGE,92120,92,POINT (2.1622273 48.6827967),2.1622273,48.6827967
47.73Z,rue,PAUL DOUMER,MELUN,77000,77,POINT (2.3475022 48.8582362),2.3475022,48.8582362
47.73Z,allée,DE MONTFERMEIL,CLICHY-SOUS-BOIS,93390,93,POINT (2.3020372 48.8465142),2.3020372,48.8465142
47.73Z,rue,DE L AMBASSADEUR,ERAGNY,95610,95,POINT (2.286723 48.9133482),2.286723,48.9133482
47.73Z,rue,GALILEE,PARIS 16,75116,75,POINT (2.5816925 48.8744797),2.5816925,48.8744797
47.73Z,rue,PORTE AUX SAINTS,MANTES-LA-JOLIE,78200,78,POINT (2.3970951 49.0052277),2.3970951,49.0052277
47.73Z,rue,LA FAYETTE,PARIS 10,75010,75,POINT (2.3718374 48.8475344),2.3718374,48.8475344
47.73Z,rue,DE CLIGNANCOURT,PARIS 18,75018,75,POINT (2.4328157 48.9423998),2.4328157,48.9423998
47.73Z,rue,DE VENDEE,LES ULIS,91940,91,POINT (2.3174233 48.966935),2.3174233,48.966935
47.73Z,rue,SAINT DENIS,PARIS 2,75002,75,POINT (2.3566883 48.8797254),2.3566883,48.8797254
47.73Z,rue,DE LA COMETE,ASNIERES-SUR-SEINE,92600,92,POINT (2.3623965 48.8694767),2.3623965,48.8694767
47.73Z,avenue,DE LA RESISTANCE,CHELLES,77500,77,POINT (2.2115619 48.8589434),2.2115619,48.8589434
47.73Z,avenue,DE LA RESISTANCE,CHELLES,77500,77,POINT (2.3241892 48.8897172),2.3241892,48.8897172
47.73Z,place,VICTOR HUGO,VILLIERS-LE-BEL,95400,95,POINT (2.3710719 48.8541707),2.3710719,48.8541707
47.73Z,rue,DE LYON,PARIS 12,75012,75,POINT (2.3012136 48.8775476),2.3012136,48.8775476
47.73Z,avenue,PRESIDENT WILSON,PARIS 16,75116,75,POINT (2.355243 48.8495423),2.355243,48.8495423
47.73Z,rue,DE LA LIBERATION,TOURNAN-EN-BRIE,77220,77,POINT (2.3500576 48.936301),2.3500576,48.936301
47.73Z,avenue,DU 8 MAI 1945,LE BLANC-MESNIL,93150,93,POINT (1.4276189 43.6203633),1.4276189,43.6203633
47.73Z,rue,D ORMESSON,DEUIL-LA-BARRE,95170,95,POINT (2.3822357 48.9137217),2.3822357,48.9137217
47.73Z,rue,DE DUNKERQUE,PARIS 10,75010,75,POINT (2.3748866 48.8070666),2.3748866,48.8070666
47.73Z,rue,ST DOMINIQUE,PARIS 7,75007,75,POINT (2.1737215 48.678563),2.1737215,48.678563
47.73Z,rue,JEAN DE LA FONTAINE,PARIS 16,75016,75,POINT (2.4049943 48.918164),2.4049943,48.918164
47.73Z,boulevard,DE MAGENTA,PARIS 10,75010,75,POINT (2.4090207 48.6800321),2.4090207,48.6800321
47.73Z,boulevard,DE LA REPUBLIQUE,SAINT-CLOUD,92210,92,POINT (2.5865906 48.9043674),2.5865906,48.9043674
47.73Z,place,DE GRAND VILLAGE,VERT-SAINT-DENIS,77240,77,POINT (2.2755191 48.8017307),2.2755191,48.8017307
47.73Z,boulevard,FERNAND HOSTACHY,CROISSY-SUR-SEINE,78290,78,POINT (2.2588067 48.777676),2.2588067,48.777676
47.73Z,rue,DAUTANCOURT,PARIS 17,75017,75,POINT (2.1311939 48.8068213),2.1311939,48.8068213
47.73Z,rue,DE LA ROQUETTE,PARIS 11,75011,75,POINT (1.9902546 48.8229152),1.9902546,48.8229152
47.73Z,rue,DARU,PARIS 8,75008,75,POINT (2.5643785 48.8493201),2.5643785,48.8493201
47.73Z,rue,ERNEST RENAN,SAINT-DENIS,93200,93,POINT (2.3667114 48.8985633),2.3667114,48.8985633
47.73Z,rue,DE LA ROCHEFOUCAULD,PARIS 9,75009,75,POINT (2.189793 48.7015547),2.189793,48.7015547
47.73Z,avenue,DE VERDUN,IVRY-SUR-SEINE,94200,94,POINT (1.7711234 48.8053128),1.7711234,48.8053128
47.73Z,rue,DES CAUSSES,LES ULIS,91940,91,POINT (1.9993468 48.312724),1.9993468,48.312724
47.73Z,boulevard,EDOUARD VAILLANT,AUBERVILLIERS,93300,93,POINT (2.2825672 48.8375386),2.2825672,48.8375386
47.73Z,place,ST REMY,DRAVEIL,91210,91,POINT (2.2728639 48.9132171),2.2728639,48.9132171
47.73Z,avenue,DES SCIENCES,CHELLES,77500,77,POINT (2.3444789 48.8770896),2.3444789,48.8770896
47.73Z,rue,PIERRE BROSSOLETTE,CHATILLON,92320,92,POINT (2.3063177 48.8281428),2.3063177,48.8281428
47.73Z,rue,DE LA PAROISSE,VERSAILLES,78000,78,POINT (2.2755191 48.8017307),2.2755191,48.8017307
47.73Z,rue,MAURICE JOUET,LES CLAYES-SOUS-BOIS,78340,78,POINT (2.4007012 48.839975),2.4007012,48.839975
47.73Z,avenue,EMILE COSSONNEAU,NOISY-LE-GRAND,93160,93,POINT (2.4288991 48.7888925),2.4288991,48.7888925
47.73Z,,GAUGUIN,MONTSOULT,95560,95,POINT (2.2091328 48.6991531),2.2091328,48.6991531
47.73Z,rue,GENERAL LECLERC,GARANCIERES,78890,78,POINT (2.326195 48.8095204),2.326195,48.8095204
47.73Z,boulevard,NEY,PARIS 18,75018,75,POINT (2.3381955 48.9046422),2.3381955,48.9046422
47.73Z,rue,CHARLES DE GAULLE,ORSAY,91400,91,POINT (2.4873195 48.9108315),2.4873195,48.9108315
47.73Z,,CHARLES DE GAULLE,NOGENT-SUR-MARNE,94130,94,POINT (2.0447665 48.7725657),2.0447665,48.7725657
47.73Z,avenue,CHARLES DE GAULLE,NEUILLY-SUR-SEINE,92200,92,POINT (2.3680826 48.8040928),2.3680826,48.8040928
47.73Z,rue,NATIONALE,LA QUEUE-LES-YVELINES,78940,78,POINT (2.3673308 48.8651235),2.3673308,48.8651235
47.73Z,rue,NATIONALE,ANGERVILLE,91670,91,POINT (2.340694212072302 48.6729715),2.340694212072302,48.6729715
47.73Z,rue,VASCO DE GAMA,PARIS 15,75015,75,POINT (2.2927714 48.8213747),2.2927714,48.8213747
47.73Z,rue,DES BOURGUIGNONS,BOIS-COLOMBES,92270,92,POINT (2.8944278 48.9570849),2.8944278,48.9570849
47.73Z,rue,MARGUERITE DE ROCHECHOUART,PARIS 9,75009,75,POINT (2.2492651 48.8233294),2.2492651,48.8233294
47.73Z,rue,DU FBG POISSONNIERE,PARIS 10,75010,75,POINT (2.356524 48.8294546),2.356524,48.8294546
47.73Z,rue,PIERRE BROSSOLETTE,CHATILLON,92320,92,POINT (2.2522246 48.7786724),2.2522246,48.7786724
47.73Z,boulevard,DE PICPUS,PARIS 12,75012,75,POINT (2.315685 48.7794305),2.315685,48.7794305
47.73Z,place,DE L EUROPE,CRETEIL,94000,94,POINT (2.273586 48.8266696),2.273586,48.8266696
47.73Z,avenue,DU GENERAL DE GAULLE,VILLEBON-SUR-YVETTE,91140,91,POINT (2.5350141 48.8477584),2.5350141,48.8477584
47.73Z,avenue,ARISTIDE BRIAND,ARCUEIL,94110,94,POINT (2.5272166 48.8125878),2.5272166,48.8125878
47.73Z,rue,FONTAINE,BONDY,93140,93,POINT (2.3686307 48.8462317),2.3686307,48.8462317
47.73Z,boulevard,DESCARTES,MONTIGNY-LE-BRETONNEUX,78180,78,POINT (2.566351 48.9474035),2.566351,48.9474035
47.73Z,rue,HENRI BARBUSSE,VILLEJUIF,94800,94,POINT (2.458493 48.7161733),2.458493,48.7161733
47.73Z,rue,JEAN PIERRE TIMBAUD,PARIS 11,75011,75,POINT (2.458493 48.7161733),2.458493,48.7161733
47.73Z,avenue,HENRI OUZILLEAU,SAVIGNY-SUR-ORGE,91600,91,POINT (2.4185239 48.7227942),2.4185239,48.7227942
47.73Z,rue,JEAN BLEUZEN,VANVES,92170,92,POINT (2.4846656 48.7740109),2.4846656,48.7740109
47.73Z,avenue,DU MARECHAL FOCH,MEAUX,77100,77,POINT (2.336455 48.8492162),2.336455,48.8492162
47.73Z,avenue,DU HUIT MAI 1945,OTHIS,77280,77,POINT (2.3638052 48.8048908),2.3638052,48.8048908
47.73Z,avenue,STEPHANE MALLARME,PARIS 17,75017,75,POINT (2.3742925 48.8526821),2.3742925,48.8526821
47.73Z,avenue,D'ITALIE,PARIS 13,75013,75,POINT (2.3294561 48.779174),2.3294561,48.779174
47.73Z,,NATIONALE 370,GONESSE,95500,95,POINT (2.4060421 49.0017524),2.4060421,49.0017524
47.73Z,avenue,DE LA PORTE DE CHOISY,PARIS 13,75013,75,POINT (2.1459224 48.8954215),2.1459224,48.8954215
47.73Z,avenue,DE LA LIBERATION,LE PLESSIS-ROBINSON,92350,92,POINT (2.3412068 48.8906198),2.3412068,48.8906198
47.73Z,place,CONDORCET,BOURG-LA-REINE,92340,92,POINT (2.1691312 49.1290441),2.1691312,49.1290441
47.73Z,avenue,DE LA REPUBLIQUE,ISSY-LES-MOULINEAUX,92130,92,POINT (2.4328157 48.9423998),2.4328157,48.9423998
47.73Z,boulevard,DU MARECHAL FOCH,NOISY-LE-GRAND,93160,93,POINT (1.6956409 48.980216),1.6956409,48.980216
47.73Z,avenue,DE COEUILLY,CHAMPIGNY-SUR-MARNE,94500,94,POINT (1.6924673 48.9952717),1.6924673,48.9952717
47.73Z,avenue,DU GAL LECLERC,SCEAUX,92330,92,POINT (2.3135399 48.8818129),2.3135399,48.8818129
47.73Z,rue,GABRIEL PERI,YERRES,91330,91,POINT (2.5090337 48.8075584),2.5090337,48.8075584
47.73Z,avenue,LEDRU ROLLIN,PARIS 12,75012,75,POINT (2.4116234 48.8786082),2.4116234,48.8786082
47.73Z,avenue,DE LA RESISTANCE,LE RAINCY,93340,93,POINT (2.3313253 48.8713655),2.3313253,48.8713655
47.73Z,avenue,JEAN JAURES,CROSNE,91560,91,POINT (2.5090337 48.8075584),2.5090337,48.8075584
47.73Z,avenue,JEAN JAURES,CROSNE,91560,91,POINT (2.2666909 48.7465196),2.2666909,48.7465196
47.73Z,rue,DU BAC,ABLON-SUR-SEINE,94480,94,POINT (2.1697544 48.6845335),2.1697544,48.6845335
47.73Z,avenue,AUGUSTE GROSS,BONNEUIL-SUR-MARNE,94380,94,POINT (2.1697544 48.6845335),2.1697544,48.6845335
47.73Z,rue,DE VAUGIRARD,PARIS 15,75015,75,POINT (2.4815944 48.8370297),2.4815944,48.8370297
47.73Z,avenue,DU GENERAL DE GAULLE,MAROLLES-EN-HUREPOIX,91630,91,POINT (2.3761991 48.8731198),2.3761991,48.8731198
47.73Z,avenue,DE PARIS,VILLEJUIF,94800,94,POINT (2.2126183 49.0189903),2.2126183,49.0189903
47.73Z,avenue,DE PARIS,VILLEJUIF,94800,94,POINT (2.1463623 48.9468166),2.1463623,48.9468166
47.73Z,rue,DE CHARONNE,PARIS 11,75011,75,POINT (2.2828168 48.8350216),2.2828168,48.8350216
47.73Z,rue,DE LA COSARDE,L'HAY-LES-ROSES,94240,94,POINT (2.3596635277511293 48.87851365),2.3596635277511293,48.87851365
47.73Z,rue,DES LANDES,CHATOU,78400,78,POINT (2.3546505 48.7964656),2.3546505,48.7964656
47.73Z,rue,FRANCOEUR,PARIS 18,75018,75,POINT (2.2949016 48.9874605),2.2949016,48.9874605
47.73Z,rue,PIERRE PILON,NESLES-LA-VALLEE,95690,95,POINT (2.3550265 48.8703034),2.3550265,48.8703034
47.73Z,boulevard,ROGER SALENGRO,MANTES-LA-VILLE,78711,78,POINT (2.502779 48.8427681),2.502779,48.8427681
47.73Z,boulevard,DU MAL JUIN,MANTES-LA-JOLIE,78200,78,POINT (2.3176345 48.8888155),2.3176345,48.8888155
47.73Z,avenue,DE VILLIERS,PARIS 17,75017,75,POINT (2.3187761 48.8459139),2.3187761,48.8459139
47.73Z,boulevard,DE CHAMPIGNY,SAINT-MAUR-DES-FOSSES,94210,94,POINT (2.3234316 48.8946069),2.3234316,48.8946069
47.73Z,rue,DE PARIS,LES LILAS,93260,93,POINT (2.4915609 48.7160724),2.4915609,48.7160724
47.73Z,rue,AUBER,PARIS 9,75009,75,POINT (2.2826724 48.9155548),2.2826724,48.9155548
47.73Z,boulevard,DE CHAMPIGNY,SAINT-MAUR-DES-FOSSES,94210,94,POINT (2.2575484 48.8859434),2.2575484,48.8859434
47.73Z,place,CHARLES DE GAULLE,VERRIERES-LE-BUISSON,91370,91,POINT (2.6882525 48.8683944),2.6882525,48.8683944
47.73Z,avenue,DES CHAMPS LASNIERS,LES ULIS,91940,91,POINT (2.323914 48.8012349),2.323914,48.8012349
47.73Z,avenue,DES CHAMPS LASNIERS,LES ULIS,91940,91,POINT (2.3735343 48.7720081),2.3735343,48.7720081
47.73Z,rue,DES HEROS NOGENTAIS,NOGENT-SUR-MARNE,94130,94,POINT (1.7096228 48.9832854),1.7096228,48.9832854
47.73Z,boulevard,DE LA VILLETTE,PARIS 10,75010,75,POINT (2.2027561 48.9934941),2.2027561,48.9934941
47.73Z,rue,D HERBLAY,TAVERNY,95150,95,POINT (2.2027561 48.9934941),2.2027561,48.9934941
47.73Z,avenue,LONGUEIL,MAISONS-LAFFITTE,78600,78,POINT (2.2031795 48.9949408),2.2031795,48.9949408
47.73Z,boulevard,VICTOR,PARIS 15,75015,75,POINT (2.2027561 48.9934941),2.2027561,48.9934941
47.73Z,rue,LA GRANGE AUX BELLES,PARIS 10,75010,75,POINT (2.3371023 48.8797008),2.3371023,48.8797008
47.73Z,,DE L ALSACE,DAMMARIE-LES-LYS,77190,77,POINT (2.2101471 48.8945853),2.2101471,48.8945853
47.73Z,rue,ORDENER,PARIS 18,75018,75,POINT (2.2387912 48.8374838),2.2387912,48.8374838
47.73Z,avenue,DE PARIS,SOISY-SOUS-MONTMORENCY,95230,95,POINT (2.2931066 48.8714913),2.2931066,48.8714913
