activitePrincipaleEtablissement,typeVoieEtablissement,libelleVoieEtablissement,libelleCommuneEtablissement,codeCommuneEtablissement,departement,geometry,long,lat
10.82Z,rue,GUSTAVE EIFFEL,MORANGIS,91432,91,POINT (2.3400522 48.6998741),48.6998741,2.3400522
10.82Z,rue,DE BELLEVILLE,PARIS 20,75120,75,POINT (2.295248 48.9969981),48.9969981,2.295248
10.82Z,rue,DE LA PROCESSION,BOISSY-SAINT-LEGER,94004,94,POINT (2.6637405 48.6775524),48.6775524,2.6637405
10.82Z,avenue,DES CURES,ANDILLY,95014,95,POINT (2.7731477 48.3432071),48.3432071,2.7731477
10.82Z,place,DU HAVRE,PARIS 9,75109,75,POINT (2.7187642 48.2590381),48.2590381,2.7187642
10.82Z,rue,SAINT ANTOINE,PARIS 4,75104,75,POINT (2.6583466 48.5389341),48.5389341,2.6583466
10.82Z,avenue,DU MARECHAL JOFFRE,GRISY-SUISNES,77217,77,POINT (2.4381176 48.8460553),48.8460553,2.4381176
10.82Z,rue,LOUIS BLERIOT,NEMOURS,77333,77,POINT (3.2999247 48.559829),48.559829,3.2999247
10.82Z,rue,DE BOISSETTES,MELUN,77288,77,POINT (2.3078222 48.6348232),48.6348232,2.3078222
10.82Z,rue,LEJEMPTEL,VINCENNES,94080,94,POINT (2.0914473 48.8972689),48.8972689,2.0914473
10.82Z,rue,CENTRE COMMERCIAL CARREFOUR,VILLIERS-EN-BIERE,77518,77,POINT (2.3985277 48.8940723),48.8940723,2.3985277
10.82Z,rue,DE TURENNE,PARIS 3,75103,75,POINT (2.2687968 48.6267488),48.6267488,2.2687968
10.82Z,rue,DE LA FRIPERIE,PROVINS,77379,77,POINT (2.2449169 48.8839432),48.8839432,2.2449169
10.82Z,rue,ALBERT PEUVRIER,SAINT-MICHEL-SUR-ORGE,91570,91,POINT (1.9007655 49.004694),49.004694,1.9007655
10.82Z,avenue,DU GENERAL LECLERC,PANTIN,93055,93,POINT (2.3161193 48.8719496),48.8719496,2.3161193
10.82Z,rue,JEAN JAURES,PUTEAUX,92062,92,POINT (2.6180064 49.0521796),49.0521796,2.6180064
10.82Z,boulevard,MICHELET,HARDRICOURT,78299,78,POINT (2.281442 48.9188182),48.9188182,2.281442
10.82Z,rue,DES MESSAGERIES,PARIS 10,75110,75,POINT (2.346247 48.8633236),48.8633236,2.346247
10.82Z,rue,BOBILLOT,PARIS 13,75113,75,POINT (2.2834758 48.905901),48.905901,2.2834758
10.82Z,rue,DE MIROMESNIL,PARIS 8,75108,75,POINT (2.305866 48.9711963),48.9711963,2.305866
10.82Z,rue,D'AMSTERDAM,PARIS 8,75108,75,POINT (1.980311 48.8540649),48.8540649,1.980311
10.82Z,boulevard,VOLTAIRE,ASNIERES-SUR-SEINE,92004,92,POINT (1.8995108 48.8143624),48.8143624,1.8995108
10.82Z,rue,MONTORGUEIL,PARIS 1,75101,75,POINT (2.2675037 48.847567),48.847567,2.2675037
10.82Z,rue,DENIS PAPIN,ASNIERES-SUR-SEINE,92004,92,POINT (2.2516125 49.0108759),49.0108759,2.2516125
10.82Z,rue,DE MORA,ENGHIEN-LES-BAINS,95210,95,POINT (3.2844067 48.5623982),48.5623982,3.2844067
10.82Z,rue,DE LEVIS,PARIS 17,75117,75,POINT (1.8572911 48.909283),48.909283,1.8572911
10.82Z,rue,AU PAIN,SAINT-GERMAIN-EN-LAYE,78551,78,POINT (2.2974772 48.8376964),48.8376964,2.2974772
10.82Z,rue,DE GALLY,CHAVENAY,78152,78,POINT (2.2917139 48.8724953),48.8724953,2.2917139
10.82Z,rue,RIEUSSEC,VIROFLAY,78686,78,POINT (2.2834605 48.8619659),48.8619659,2.2834605
10.82Z,rue,D'ORBEC,NEAUPHLE-LE-CHATEAU,78442,78,POINT (2.2971334 48.8483006),48.8483006,2.2971334
10.82Z,rue,D AUTEUIL,PARIS 16,75116,75,POINT (2.4016049 48.834076),48.834076,2.4016049
10.82Z,rue,NUNGESSER ET COLI,SAINT-LEU-LA-FORET,95563,95,POINT (2.238081 48.8432647),48.8432647,2.238081
10.82Z,rue,DE LA CITADELLE,PROVINS,77379,77,POINT (2.1815934 48.8772941),48.8772941,2.1815934
10.82Z,boulevard,PAUL BARRE,MAULE,78380,78,POINT (2.2726514 48.8571864),48.8571864,2.2726514
10.82Z,rue,FOURCADE,PARIS 15,75115,75,POINT (2.3255827 48.8748828),48.8748828,2.3255827
10.82Z,avenue,VICTOR HUGO,PARIS 16,75116,75,POINT (2.2911093 48.7788825),48.7788825,2.2911093
10.82Z,avenue,DU GENERAL LECLERC,LA HOUSSAYE-EN-BRIE,77229,77,POINT (2.2974209 48.7826696),48.7826696,2.2974209
10.82Z,quai,DU POINT DU JOUR,BOULOGNE-BILLANCOURT,92012,92,POINT (2.3361496 48.8539667),48.8539667,2.3361496
10.82Z,rue,PETRARQUE,PARIS 16,75116,75,POINT (2.5712048 48.8112726),48.8112726,2.5712048
10.82Z,rue,DU COMMERCE,PARIS 15,75115,75,POINT (2.6747977307570254 48.867748),48.867748,2.6747977307570254
10.82Z,rue,CLAUDE DECAEN,PARIS 12,75112,75,POINT (1.9007655 49.004694),49.004694,1.9007655
10.82Z,boulevard,JEAN JAURES,BOULOGNE-BILLANCOURT,92012,92,POINT (2.3822691 48.8823641),48.8823641,2.3822691
10.82Z,avenue,MOZART,PARIS 16,75116,75,POINT (2.3667308 48.8659584),48.8659584,2.3667308
10.82Z,rue,DE L ISLY,PARIS 8,75108,75,POINT (2.2769714 48.8506241),48.8506241,2.2769714
10.82Z,rue,HOUDAN,SCEAUX,92071,92,POINT (2.482017 48.8883969),48.8883969,2.482017
10.82Z,rue,DES COUDRAIS,SCEAUX,92071,92,POINT (2.2834194 48.8866807),48.8866807,2.2834194
10.82Z,rue,DE BOURBON LE CHATEAU,PARIS 6,75106,75,POINT (2.1742783 48.5743948),48.5743948,2.1742783
10.82Z,avenue,ARDOUIN,LE PLESSIS-TREVISE,94059,94,POINT (2.3144773 48.8812448),48.8812448,2.3144773
10.82Z,boulevard,MICHELET,HARDRICOURT,78299,78,POINT (2.3332409 48.8855106),48.8855106,2.3332409
10.82Z,rue,MANIN,PARIS 19,75119,75,POINT (2.3279878 48.8499034),48.8499034,2.3279878
10.82Z,avenue,RAYMOND POINCARE,PARIS 16,75116,75,POINT (2.3564863 48.9259126),48.9259126,2.3564863
10.82Z,rue,DES HULEUX,STAINS,93072,93,POINT (2.2452917 48.9139158),48.9139158,2.2452917
10.82Z,boulevard,VOLTAIRE,PARIS 11,75111,75,POINT (2.2332941 48.8986086),48.8986086,2.2332941
10.82Z,avenue,DE VERSAILLES,PARIS 16,75116,75,POINT (2.349257 48.844859),48.844859,2.349257
10.82Z,rue,MARCEL DASSAULT,BONDY,93010,93,POINT (2.2530234 48.9239819),48.9239819,2.2530234
10.82Z,boulevard,BINEAU,LEVALLOIS-PERRET,92044,92,POINT (2.4348171 48.8522979),48.8522979,2.4348171
10.82Z,rue,DES BUTTES REAULT,BREUILLET,91105,91,POINT (2.2983559 48.8777215),48.8777215,2.2983559
10.82Z,boulevard,DE COURCELLES,PARIS 8,75108,75,POINT (2.1878565 48.7973158),48.7973158,2.1878565
10.82Z,rue,DE L'UNIVERSITE,PARIS 7,75107,75,POINT (2.3020372 48.8465142),48.8465142,2.3020372
10.82Z,rue,CONSTANCE,PARIS 18,75118,75,POINT (2.3501847 48.8367647),48.8367647,2.3501847
10.82Z,rue,D ASSAS,PARIS 6,75106,75,POINT (2.3010407 48.8185283),48.8185283,2.3010407
10.82Z,rue,JULES SAULNIER,SAINT-DENIS,93066,93,POINT (2.2531849 48.9421164),48.9421164,2.2531849
10.82Z,rue,SAINT EXUPERY,COLOMBES,92025,92,POINT (2.9303289 48.9504924),48.9504924,2.9303289
10.82Z,rue,DES ETUDIANTS,COURBEVOIE,92026,92,POINT (2.3471726 48.8685102),48.8685102,2.3471726
10.82Z,rue,MOUFFETARD,PARIS 5,75105,75,POINT (2.2584511 48.9886666),48.9886666,2.2584511
10.82Z,rue,SAINT DENIS,COLOMBES,92025,92,POINT (2.087726 48.8982811),48.8982811,2.087726
10.82Z,rue,DE MONTREUIL,VINCENNES,94080,94,POINT (2.5718246 48.8364607),48.8364607,2.5718246
10.82Z,rue,DU FAUBOURG SAINT HONORE,PARIS 8,75108,75,POINT (2.3108745 48.8703193),48.8703193,2.3108745
10.82Z,rue,ALBERT PERDREAUX,CHAVILLE,92022,92,POINT (2.3210782 48.891735),48.891735,2.3210782
10.82Z,rue,ALBERT PREMIER,CHAVILLE,92022,92,POINT (2.1160262 48.9998045),48.9998045,2.1160262
10.82Z,rue,ABBE GLATZ,ASNIERES-SUR-SEINE,92004,92,POINT (2.2171041074244964 48.84554195),48.84554195,2.2171041074244964
10.82Z,rue,CAMBRONNE,PARIS 15,75115,75,POINT (2.2287751 48.8201591),48.8201591,2.2287751
10.82Z,boulevard,DE PORT ROYAL,PARIS 5,75105,75,POINT (2.3437699 48.6824954),48.6824954,2.3437699
10.82Z,avenue,AUGUSTIN DUMONT,MALAKOFF,92046,92,POINT (2.1765081 48.8041238),48.8041238,2.1765081
10.82Z,avenue,GABRIEL PERI,ARGENTEUIL,95018,95,POINT (2.3524819 48.8699695),48.8699695,2.3524819
10.82Z,rue,LOUIS GAY LUSSAC,MEAUX,77284,77,POINT (2.2265044 48.8749438),48.8749438,2.2265044
10.82Z,rue,DE MULHOUSE,PARIS 2,75102,75,POINT (2.4163385 48.8230389),48.8230389,2.4163385
10.82Z,rue,DE STALINGRAD,ERMONT,95219,95,POINT (2.4959986 48.8492945),48.8492945,2.4959986
10.82Z,rue,DE POLOGNE,SAINT-GERMAIN-EN-LAYE,78551,78,POINT (1.8719733 49.0448333),49.0448333,1.8719733
10.82Z,allée,DU CLOSEAU,NOISY-LE-GRAND,93051,93,POINT (2.971081 48.6351652),48.6351652,2.971081
10.82Z,rue,DE PONTHIEU,PARIS 8,75108,75,POINT (2.1613116 49.0238201),49.0238201,2.1613116
10.82Z,rue,GUY MOQUET,PARIS 17,75117,75,POINT (2.3385713 48.8908002),48.8908002,2.3385713
10.82Z,rue,DES COTES REVERSES,CONFLANS-SAINTE-HONORINE,78172,78,POINT (2.1579851 48.8901365),48.8901365,2.1579851
10.82Z,rue,ALEXANDRE COUTUREAU,SAINT-CLOUD,92064,92,POINT (2.5022418 48.5956587),48.5956587,2.5022418
10.82Z,rue,PIERRE WACQUANT,MEUDON,92048,92,POINT (2.2769714 48.8506241),48.8506241,2.2769714
10.82Z,boulevard,ARISTIDE BRIAND,SAVIGNY-SUR-ORGE,91589,91,POINT (2.146741 48.8532958),48.8532958,2.146741
10.82Z,avenue,DU GENERAL LECLERC,VIROFLAY,78686,78,POINT (2.4860647 48.8032947),48.8032947,2.4860647
10.82Z,boulevard,DE BONNE NOUVELLE,PARIS 2,75102,75,POINT (2.5213298 48.771114),48.771114,2.5213298
10.82Z,rue,GAMBETTA,SURESNES,92073,92,POINT (2.3710719 48.8541707),48.8541707,2.3710719
10.82Z,rue,GUERIN,CHARENTON-LE-PONT,94018,94,POINT (2.3710719 48.8541707),48.8541707,2.3710719
10.82Z,rue,DU BLANC MOULIN,SERAINCOURT,95592,95,POINT (2.2917139 48.8724953),48.8724953,2.2917139
10.82Z,rue,DES SABLONS,COURPALAY,77135,77,POINT (2.4004786 48.8506125),48.8506125,2.4004786
10.82Z,rue,DES DEUX ORMES,PIERRELAYE,95488,95,POINT (2.3290882 48.8513423),48.8513423,2.3290882
10.82Z,rue,DUHESME,PARIS 18,75118,75,POINT (2.3394451 48.8661052),48.8661052,2.3394451
10.82Z,place,DU GENERAL DE GAULLE,CHATOU,78146,78,POINT (2.349257 48.844859),48.844859,2.349257
10.82Z,rue,DES HAUTS DES BROSSES,SAINTRY-SUR-SEINE,91577,91,POINT (2.3055271 48.8586763),48.8586763,2.3055271
10.82Z,avenue,DE VERSAILLES,PARIS 16,75116,75,POINT (2.2971334 48.8483006),48.8483006,2.2971334
10.82Z,avenue,DE LA JONCHERE,LA CELLE-SAINT-CLOUD,78126,78,POINT (2.3300249 48.8338639),48.8338639,2.3300249
10.82Z,avenue,DE LA REPUBLIQUE,SAINT-MAUR-DES-FOSSES,94068,94,POINT (2.2954327 48.8790366),48.8790366,2.2954327
10.82Z,avenue,WINSTON CHURCHILL,SUCY-EN-BRIE,94071,94,POINT (2.3393365 48.8774814),48.8774814,2.3393365
10.82Z,rue,DE LA ROQUETTE,PARIS 11,75111,75,POINT (2.3155897 48.8820538),48.8820538,2.3155897
10.82Z,rue,DE LA ROQUETTE,PARIS 11,75111,75,POINT (2.2795423 48.8565478),48.8565478,2.2795423
10.82Z,rue,SAINT BENOIT,PARIS 6,75106,75,POINT (2.2822318 48.8428525),48.8428525,2.2822318
10.82Z,rue,DU MARCHE ST HONORE,PARIS 1,75101,75,POINT (2.3531124 48.7432412),48.7432412,2.3531124
10.82Z,avenue,VICTOR HUGO,PARIS 16,75116,75,POINT (2.1844595 48.7563328),48.7563328,2.1844595
10.82Z,rue,DES GRANDS CHAMPS,PARIS 20,75120,75,POINT (2.3381681 48.884614),48.884614,2.3381681
10.82Z,rue,DU CHERCHE MIDI,PARIS 6,75106,75,POINT (2.3686136 48.8465757),48.8465757,2.3686136
10.82Z,rue,DES PETITS CHAMPS,PARIS 1,75101,75,POINT (2.4754195 48.8094529),48.8094529,2.4754195
10.82Z,rue,MOUFFETARD,PARIS 5,75105,75,POINT (2.1874314 48.8941946),48.8941946,2.1874314
10.82Z,rue,CLER,PARIS 7,75107,75,POINT (2.1874314 48.8941946),48.8941946,2.1874314
10.82Z,rue,DU COMMERCE,PARIS 15,75115,75,POINT (2.3113274 48.8526803),48.8526803,2.3113274
10.82Z,rue,DAGUERRE,PARIS 14,75114,75,POINT (2.3535189 48.8527974),48.8527974,2.3535189
10.82Z,place,BOULNOIS,PARIS 17,75117,75,POINT (2.2826947 48.8582967),48.8582967,2.2826947
10.82Z,rue,DES MARTYRS,PARIS 9,75109,75,POINT (2.3364126 48.8629359),48.8629359,2.3364126
10.82Z,rue,DE LEVIS,PARIS 17,75117,75,POINT (2.3054131 48.9009931),48.9009931,2.3054131
10.82Z,rue,DE L ANNONCIATION,PARIS 16,75116,75,POINT (2.5178395 48.8991706),48.8991706,2.5178395
10.82Z,rue,SAINT CHARLES,PARIS 15,75115,75,POINT (1.850591 48.9090474),48.9090474,1.850591
10.82Z,place,DU RHONE,RUNGIS,94065,94,POINT (2.2826724 48.9155548),48.9155548,2.2826724
10.82Z,rue,DU MAL FOCH,VERSAILLES,78646,78,POINT (2.2859794 48.7930281),48.7930281,2.2859794
10.82Z,rue,DES ABBESSES,PARIS 18,75118,75,POINT (2.337974 48.7937424),48.7937424,2.337974
10.82Z,avenue,LEDRU ROLLIN,PARIS 11,75111,75,POINT (2.2989814 48.8832761),48.8832761,2.2989814
10.82Z,avenue,GODEFROY CAVAIGNAC,SAINT-MAUR-DES-FOSSES,94068,94,POINT (2.1202386 48.7667709),48.7667709,2.1202386
10.82Z,rue,PAUL LESCOP,NANTERRE,92050,92,POINT (2.6868958 48.945362),48.945362,2.6868958
10.82Z,rue,PAUL LESCOP,NANTERRE,92050,92,POINT (2.1118384 49.0240238),49.0240238,2.1118384
10.82Z,avenue,DE SEGUR,PARIS 7,75107,75,POINT (2.3031038 48.8773321),48.8773321,2.3031038
10.82Z,rue,JEAN DU BELLAY,PARIS 4,75104,75,POINT (2.3386282 48.872335),48.872335,2.3386282
10.82Z,rue,DE PASSY,PARIS 16,75116,75,POINT (2.2706657 48.8615522),48.8615522,2.2706657
10.82Z,rue,SAINT HONORE,PARIS 1,75101,75,POINT (2.4085819 48.7980756),48.7980756,2.4085819
10.82Z,boulevard,JEAN JAURES,CLICHY,92024,92,POINT (2.0397083500443625 48.905884),48.905884,2.0397083500443625
10.82Z,avenue,THIERS,LE RAINCY,93062,93,POINT (1.8057425 48.7751968),48.7751968,1.8057425
10.82Z,rue,PARISIS,MAULE,78380,78,POINT (2.4253324 48.6938348),48.6938348,2.4253324
10.82Z,avenue,D ARGENTEUIL,ASNIERES-SUR-SEINE,92004,92,POINT (2.817775 48.37213),48.37213,2.817775
10.82Z,rue,LA BOISSIERE,FONTENAY-AUX-ROSES,92032,92,POINT (2.3161193 48.8719496),48.8719496,2.3161193
10.82Z,rue,GUICHARD,CACHAN,94016,94,POINT (2.5880568 48.8849005),48.8849005,2.5880568
10.82Z,rue,DE COURCELLES,PARIS 17,75117,75,POINT (2.4024185 48.7820119),48.7820119,2.4024185
10.82Z,rue,HELENE BOUCHER,BUC,78117,78,POINT (2.3566154 48.8563185),48.8563185,2.3566154
10.82Z,rue,JEAN JAURES,CLAYE-SOUILLY,77118,77,POINT (2.3302255 48.864248),48.864248,2.3302255
10.82Z,avenue,FERNAND CHATELAIN,ERAGNY,95218,95,POINT (2.3349784 48.8529684),48.8529684,2.3349784
10.82Z,avenue,HOCHE,PARIS 8,75108,75,POINT (2.4574941 48.9203989),48.9203989,2.4574941
10.82Z,boulevard,HAUSSMANN,PARIS 8,75108,75,POINT (2.3381955 48.9046422),48.9046422,2.3381955
10.82Z,rue,MARAT,VITRY-SUR-SEINE,94081,94,POINT (2.4078873 48.7681584),48.7681584,2.4078873
10.82Z,place,DE LA MAIRIE,CHAMBOURCY,78133,78,POINT (1.6030925 48.7881793),48.7881793,1.6030925
10.82Z,rue,DE SANCE,MONTFORT L'AMAURY,78420,78,POINT (2.3184076 48.7875104),48.7875104,2.3184076
10.82Z,allée,DES ERABLES,DRAVEIL,91201,91,POINT (2.3146999 48.8105526),48.8105526,2.3146999
10.82Z,rue,DE L'EGLISE,MORET-LOING-ET-ORVANNE,77316,77,POINT (2.3364126 48.8629359),48.8629359,2.3364126
10.82Z,rue,DE MIROMESNIL,PARIS 8,75108,75,POINT (2.3592169 48.869626),48.869626,2.3592169
10.82Z,rue,DE CHOISY,VITRY-SUR-SEINE,94081,94,POINT (2.3176345 48.8888155),48.8888155,2.3176345
10.82Z,rue,VIEILLE DU TEMPLE,PARIS 4,75104,75,POINT (2.1346255 48.8925429),48.8925429,2.1346255
10.82Z,rue,DE RIVOLI,PARIS 1,75101,75,POINT (2.3568317 48.8794754),48.8794754,2.3568317
10.82Z,rue,DU FOUR,PARIS 6,75106,75,POINT (2.50683 48.8372056),48.8372056,2.50683
10.82Z,rue,AUGUSTE BLANQUI,DRANCY,93029,93,POINT (2.2351172 48.9180189),48.9180189,2.2351172
10.82Z,rue,DES ROSIERS,SAINT-OUEN-SUR-SEINE,93070,93,POINT (2.256884456553608 48.72671905),48.72671905,2.256884456553608
10.82Z,rue,SAARINEN,RUNGIS,94065,94,POINT (2.3895685 48.8591035),48.8591035,2.3895685
10.82Z,avenue,YVONNE MARCAILLOUX,CHOISY-LE-ROI,94022,94,POINT (1.9431461 49.0157187),49.0157187,1.9431461
10.82Z,rue,D'EPERNON,HOUDAN,78310,78,POINT (2.321867 48.8360687),48.8360687,2.321867
10.82Z,avenue,DU GENERAL LECLERC,BOURG-LA-REINE,92014,92,POINT (1.897054 48.8037795),48.8037795,1.897054
10.82Z,avenue,DE LA REPUBLIQUE,MONTROUGE,92049,92,POINT (2.1759004 48.8047243),48.8047243,2.1759004
10.82Z,rue,TAYLOR,PARIS 10,75110,75,POINT (2.7731477 48.3432071),48.3432071,2.7731477
10.82Z,rue,PETIT,PARIS 19,75119,75,POINT (2.1716342 48.7847756),48.7847756,2.1716342
10.82Z,rue,GUSTAVE EIFFEL,BONDOUFLE,91086,91,POINT (2.4259464 48.7999729),48.7999729,2.4259464
10.82Z,rue,BROCHANT,PARIS 17,75117,75,POINT (2.4727969 48.6972549),48.6972549,2.4727969
10.82Z,place,DE L EGLISE,LE VESINET,78650,78,POINT (2.2033404 48.8707154),48.8707154,2.2033404
10.82Z,rue,DE DUNKERQUE,PARIS 9,75109,75,POINT (2.1812807 48.8761757),48.8761757,2.1812807
10.82Z,avenue,GABRIEL PERI,LE PERREUX-SUR-MARNE,94058,94,POINT (2.2160329 48.8778717),48.8778717,2.2160329
10.82Z,rue,HENRI DUNANT,COLOMBES,92025,92,POINT (2.2117373 48.8778148),48.8778148,2.2117373
